name,power,area,delay
tree_4,18.587,23.712,0.23025
tree_6,14.19,19.968,0.26868
tree_5,18.122,25.116,0.2544
tree_10,14.19,19.968,0.26868
tree_7,15.928,19.812001,0.23924
tree_3,14.549,21.372,0.25406
tree_11,15.657999999999998,22.464,0.24399
tree_0,18.376,25.740001,0.25451
tree_1,16.459999999999997,23.556,0.23242
tree_acc,25.645999999999997,30.888002,0.26031
tree_9,15.332,19.032001,0.23924
tree_8,16.104,20.124,0.25112
tree_2,14.699,20.592,0.26885
