mul_name,structure,application,ME,gate_counts,accuracy,power,area,delay
mul8_76,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,tree_1,tree_2,tree_1,tree_3",resnet18_cifar10,-0.3788322559861451,281,0.9248999953269958,164.5,224.952004,0.65542
mul8_77,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,tree_1,tree_3,tree_1,tree_3",resnet18_cifar10,-0.2856440936355531,286,0.9254000186920166,164.5,227.760004,0.64132
mul8_78,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,tree_1,tree_3,tree_1,tree_10",resnet18_cifar10,-0.6922877979583615,276,0.9204999804496764,166.1,215.124004,0.66092
mul8_79,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_0,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,tree_1,tree_2,tree_1,tree_10",resnet18_cifar10,-1.032544088660714,270,0.8748000264167786,162.0,212.472004,0.65759
mul8_80,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,tree_1,tree_1,tree_1,tree_0",resnet18_cifar10,-0.0317243840693268,301,0.925599992275238,172.0,234.624004,0.68236
mul8_81,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_0,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_7,tree_1,tree_2,tree_1,tree_10",resnet18_cifar10,-2.575561548362155,261,0.8137999773025513,155.79999999999998,203.736004,0.60747
mul8_82,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,tree_1,tree_2,tree_1,tree_1",resnet18_cifar10,-0.1966321562156322,288,0.9240999817848206,166.1,230.100004,0.66341
mul8_83,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_0,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_2,tree_3,tree_2,tree_1,tree_2",resnet18_cifar10,-3.237614517275335,262,0.1011999994516372,157.6,204.516003,0.60571
mul8_84,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_0,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,tree_1,tree_2,tree_1,tree_2",resnet18_cifar10,-1.1961233371978803,269,0.8676999807357788,160.1,210.132004,0.65731
mul8_85,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_2,tree_2,tree_2,tree_1,tree_2",resnet18_cifar10,-3.1673952246261345,261,0.1015999987721443,159.70000000000002,205.764004,0.62978
mul8_86,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,tree_1,tree_2,tree_1,tree_10",resnet18_cifar10,-0.9930695094307836,271,0.916800022125244,164.89999999999998,216.372004,0.66122
mul8_87,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_0,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_5,tree_1,tree_3,tree_1,tree_10",resnet18_cifar10,-1.5669287244914636,268,0.8547000288963318,159.8,208.884004,0.63651
mul8_88,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_3,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_7,tree_1,tree_3,tree_1,tree_3",resnet18_cifar10,-2.693489965157497,266,0.7095999717712402,156.9,207.480003,0.62257
mul8_89,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_0,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_2,tree_1,tree_3,tree_1,tree_3",resnet18_cifar10,-1.800041516007756,270,0.8496000170707703,159.3,205.608003,0.67238
mul8_90,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_1,mul2_0,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_4,tree_1,tree_3,tree_1,tree_10",resnet18_cifar10,-2.794886814329413,262,0.5480999946594238,155.79999999999998,204.360004,0.61505
mul8_91,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_3,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_5,tree_1,tree_3,tree_1,tree_10",resnet18_cifar10,-2.4259777830319376,264,0.7214999794960022,154.1,205.452004,0.61774
mul8_92,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,tree_1,tree_3,tree_1,tree_1",resnet18_cifar10,-0.1034439938650401,293,0.9253000020980836,166.4,231.972004,0.66401
mul8_93,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_0,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,tree_1,tree_2,tree_1,tree_3",resnet18_cifar10,-0.5592200505633935,277,0.91839998960495,167.0,220.584004,0.66656
mul8_94,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_0,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,tree_1,tree_3,tree_1,tree_3",resnet18_cifar10,-0.5592200505633935,279,0.9190000295639038,166.9,219.024004,0.67813
mul8_95,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_0,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_4,tree_1,tree_2,tree_1,tree_10",resnet18_cifar10,-2.293480602292191,262,0.8251000046730042,156.1,203.892004,0.60747
mul8_96,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_0,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_5,tree_1,tree_3,tree_1,tree_10",resnet18_cifar10,-2.170846903301339,265,0.83160001039505,153.5,202.800004,0.65889
mul8_97,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_3,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,tree_1,tree_3,tree_1,tree_3",resnet18_cifar10,-1.4512542169284786,272,0.7749000191688538,158.20000000000002,209.508004,0.62976
mul8_98,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_3,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_2,tree_3,tree_3,tree_1,tree_3",resnet18_cifar10,-3.492745397005933,265,0.1000000014901161,162.39999999999998,206.232003,0.61637
mul8_99,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,tree_1,tree_2,tree_1,tree_2",resnet18_cifar10,-0.4449339419784944,279,0.9240000247955322,165.6,221.520004,0.63409
mul8_100,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_2,tree_1,tree_2,tree_1,tree_10",resnet18_cifar10,-1.8670075774103745,265,0.8522999882698059,159.8,205.764004,0.62789
mul8_101,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_0,mul2_3,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_2,tree_1,tree_2,tree_1,tree_10",resnet18_cifar10,-2.489739168364516,262,0.5162000060081482,155.6,204.048004,0.62792
mul8_102,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,tree_1,tree_1,tree_1,tree_1",resnet18_cifar10,-0.066226001348749,297,0.9254999756813048,166.8,233.220004,0.65763
mul8_103,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_0,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_2,mul2_2,mul2_2,tree_1,tree_2,tree_1,tree_10",resnet18_cifar10,-3.26520753783086,261,0.7494000196456909,157.6,202.488004,0.60195
mul8_104,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,tree_1,tree_2,tree_1,tree_10",resnet18_cifar10,-0.6922877979583615,274,0.9205999970436096,165.3,216.684004,0.64901
mul8_105,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_0,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_2,tree_2,tree_2,tree_1,tree_10",resnet18_cifar10,-3.374834089094028,258,0.101000003516674,159.1,203.112003,0.60763
mul8_106,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_0,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_4,tree_1,tree_3,tree_1,tree_10",resnet18_cifar10,-2.293480602292191,264,0.8252000212669373,156.0,202.020003,0.65996
mul8_107,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_0,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_7,tree_1,tree_3,tree_1,tree_10",resnet18_cifar10,-2.575561548362155,263,0.8145999908447266,155.70000000000002,201.864003,0.65996
mul8_108,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,tree_1,tree_2,tree_1,tree_2",resnet18_cifar10,-0.8558670464955278,273,0.9187999963760376,164.0,216.840004,0.64189
mul8_109,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_0,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_5,tree_1,tree_2,tree_1,tree_10",resnet18_cifar10,-2.170846903301339,263,0.8309999704360962,156.6,204.516004,0.62923
mul8_110,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_0,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_5,tree_1,tree_2,tree_1,tree_10",resnet18_cifar10,-1.5669287244914636,266,0.854200005531311,160.1,210.444004,0.66469
mul8_111,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_0,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_2,tree_1,tree_3,tree_1,tree_2",resnet18_cifar10,-1.800041516007756,268,0.8493000268936157,156.79999999999998,205.140004,0.63037
mul8_112,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_0,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,tree_1,tree_2,tree_1,tree_2",resnet18_cifar10,-0.6253217365557429,275,0.917900025844574,165.3,217.776004,0.66292
mul8_113,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,tree_1,tree_1,tree_1,tree_0",resnet18_cifar10,-0.0030059192693539,304,0.9259999990463256,173.7,238.992004,0.72624
mul8_114,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_3,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,tree_1,tree_3,tree_1,tree_3",resnet18_cifar10,-1.0843708194637072,275,0.7932999730110168,163.39999999999998,216.684003,0.67153
mul8_115,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_0,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,tree_1,tree_3,tree_1,tree_3",resnet18_cifar10,-0.3558804951681904,285,0.9240999817848206,164.20000000000002,227.604004,0.64143
mul8_116,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,tree_1,tree_0,tree_0,tree_0",resnet18_cifar10,-4.386178785226314e-05,312,0.9253000020980836,183.5,244.452004,0.72304
mul8_117,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_1,mul2_0,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_4,tree_1,tree_2,tree_1,tree_10",resnet18_cifar10,-2.794886814329413,260,0.5482000112533569,155.0,203.892004,0.60772
mul8_118,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_3,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_5,tree_1,tree_2,tree_1,tree_10",resnet18_cifar10,-2.4259777830319376,262,0.7217000126838684,157.79999999999998,206.856004,0.63284
mul8_119,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,tree_1,tree_2,tree_1,tree_3",resnet18_cifar10,-0.7590035382004714,275,0.8866999745368958,167.9,218.088004,0.66008
mul8_120,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_0,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_4,tree_1,tree_3,tree_1,tree_3",resnet18_cifar10,-1.5523599605470593,271,0.8586000204086304,159.8,209.976004,0.62977
mul8_121,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_0,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,tree_1,tree_2,tree_1,tree_2",resnet18_cifar10,-0.8953416257254581,272,0.8774999976158142,162.39999999999998,213.564004,0.65917
mul8_122,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,tree_1,tree_3,tree_1,tree_3",resnet18_cifar10,-0.7590035382004714,277,0.8866000175476074,165.0,214.500003,0.66358
mul8_123,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_0,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_2,tree_1,tree_2,tree_1,tree_9",resnet18_cifar10,-2.471223395439862,259,0.810699999332428,156.5,205.140004,0.64849
mul8_124,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,tree_5,tree_0,tree_1,tree_0",resnet18_cifar10,-0.0006734294859593,310,0.9247000217437744,177.8,241.332004,0.75406
mul8_125,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_2,tree_3,tree_2,tree_1,tree_10",resnet18_cifar10,-3.304580578677953,261,0.1008000001311302,160.8,203.268003,0.63208
mul8_126,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_0,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_7,tree_1,tree_2,tree_1,tree_9",resnet18_cifar10,-3.1095409648590047,256,0.7738999724388123,154.5,204.204004,0.64154
mul8_127,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_2,tree_1,tree_3,tree_1,tree_10",resnet18_cifar10,-1.8670075774103745,267,0.8514000177383423,156.4,202.332003,0.63839
mul8_128,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,tree_1,tree_2,tree_5,tree_3",resnet18_cifar10,-0.4876980159753608,280,0.9223999977111816,171.2,223.704004,0.6728
mul8_129,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,tree_1,tree_2,tree_1,tree_0",resnet18_cifar10,-0.0689423765856179,295,0.9241999983787536,173.0,233.376004,0.68063
mul8_130,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_3,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_4,tree_1,tree_3,tree_1,tree_3",resnet18_cifar10,-2.411409019087533,267,0.7268999814987183,157.20000000000002,207.636003,0.62257
mul8_131,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_2,mul2_2,mul2_2,tree_1,tree_3,tree_1,tree_10",resnet18_cifar10,-3.1949711362982223,264,0.7642999887466431,157.20000000000002,200.928004,0.59835
mul8_132,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_0,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_4,tree_1,tree_3,tree_1,tree_3",resnet18_cifar10,-2.156278139356935,268,0.8330000042915344,158.6,205.764003,0.67016
mul8_133,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_0,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_2,mul2_2,mul2_2,tree_1,tree_3,tree_1,tree_10",resnet18_cifar10,-3.26520753783086,263,0.7487000226974487,156.29999999999998,201.396004,0.59828
mul8_134,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,tree_1,tree_3,tree_1,tree_3",resnet18_cifar10,-0.2150334483865046,289,0.9247999787330629,171.1,230.880003,0.63357
mul8_135,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,tree_1,tree_0,tree_1,tree_0",resnet18_cifar10,-0.0007001823903747,308,0.925100028514862,177.2,240.552004,0.73298
mul8_136,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_0,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_2,tree_3,tree_3,tree_1,tree_2",resnet18_cifar10,-3.237614517275335,264,0.1013000011444091,160.20000000000002,205.296003,0.61726
mul8_137,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_0,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_2,tree_1,tree_3,tree_1,tree_10",resnet18_cifar10,-1.937243978943012,266,0.8417999744415283,156.29999999999998,202.488003,0.65997
mul8_138,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_7,tree_1,tree_2,tree_1,tree_9",resnet18_cifar10,-3.039304563326368,257,0.785099983215332,157.4,204.672004,0.6496
mul8_139,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,tree_1,tree_2,tree_1,tree_2",resnet18_cifar10,-1.125886935665243,270,0.8773999810218811,163.3,213.096004,0.64776
mul8_140,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_0,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_4,tree_1,tree_2,tree_1,tree_9",resnet18_cifar10,-2.827460018789041,257,0.7890999913215637,154.9,204.360004,0.64154
mul8_141,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_0,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,tree_1,tree_2,tree_1,tree_3",resnet18_cifar10,-0.3558804951681904,283,0.9243000149726868,164.3,227.604004,0.64143
mul8_142,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,tree_1,tree_2,tree_1,tree_1",resnet18_cifar10,-0.0808951056529529,294,0.925100028514862,169.0,234.624004,0.6479
mul8_143,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_2,tree_3,tree_3,tree_1,tree_10",resnet18_cifar10,-3.304580578677953,263,0.1005999967455864,160.20000000000002,204.048003,0.62806
mul8_144,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,tree_1,tree_2,tree_1,tree_2",resnet18_cifar10,-0.8251052241928207,273,0.8847000002861023,164.3,213.720004,0.63796
mul8_145,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_2,tree_1,tree_2,tree_1,tree_9",resnet18_cifar10,-2.4009869939072246,260,0.8237000107765198,159.39999999999998,205.608004,0.65179
mul8_146,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_0,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,tree_1,tree_3,tree_1,tree_3",resnet18_cifar10,-0.8292399397331087,276,0.880299985408783,165.20000000000002,215.280003,0.67016
mul8_147,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_0,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,tree_1,tree_2,tree_1,tree_3",resnet18_cifar10,-0.8292399397331087,274,0.8808000087738037,164.8,216.372003,0.66714
mul8_148,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_3,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,tree_1,tree_3,tree_1,tree_10",resnet18_cifar10,-1.5884566798637345,268,0.7656999826431274,158.4,209.976004,0.6352
mul8_149,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_acc,mul2_2,mul2_acc,mul2_acc,mul2_2,mul2_2,mul2_2,tree_3,tree_3,tree_1,tree_3",resnet18_cifar10,-3.167378115742697,267,0.1013000011444091,163.39999999999998,205.452003,0.6404
mul8_150,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,mul2_0,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_2,tree_1,tree_2,tree_1,tree_3",resnet18_cifar10,-0.4490686575187824,280,0.9210000038146972,164.3,224.172004,0.66799
mul8_151,"mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,mul2_acc,tree_5,tree_1,tree_1,tree_0",resnet18_cifar10,-0.0029791663649385,306,0.9248999953269958,178.0,239.304004,0.75005
