name,power,area,delay
mul2_6,1.2024,2.808,0.01917
mul2_3,1.1251,2.808,0.04095
mul2_4,1.2037,2.808,0.01917
mul2_1,1.2019000000000002,2.808,0.01917
mul2_7,0.80229,2.028,0.01917
mul2_acc,3.14,5.772,0.05142
mul2_0,1.4970999999999999,3.276,0.01917
mul2_2,1.6241,3.432,0.01989
mul2_5,1.4970999999999999,3.276,0.01917
