mul_name,application,loc,lut,ME,gate_counts
tmp_mul2_0,resnet18_cifar10,llll,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 2, 4, 6, 0, 3, 5, 7]",-0.3682206899495406,4
tmp_mul2_1,resnet18_cifar10,llll,"[0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 4, 4, 0, 0, 6, 6]",-0.772935335010356,2
tmp_mul2_2,resnet18_cifar10,llll,"[0, 0, 0, 0, 0, 1, 2, 3, 0, 2, 4, 6, 0, 3, 6, 7]",-0.13461776559121327,5
tmp_mul2_3,resnet18_cifar10,llll,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 2, 4, 6, 0, 2, 5, 7]",-0.49085438894039224,3
tmp_mul2_4,resnet18_cifar10,llll,"[0, 0, 0, 0, 0, 1, 2, 3, 0, 2, 4, 6, 0, 3, 6, 9]",0.0,8
